image_name,image_width,image_height,top_x,top_y,bottom_x,bottom_y
licensed_car0,806,466,0.722084367245657,0.5879828326180251,0.8684863523573201,0.688841201716738
licensed_car1,494,449,0.16194331983805602,0.850779510022271,0.582995951417004,1.0
licensed_car2,500,314,0.082,0.697452229299363,0.23,0.8280254777070061
licensed_car3,500,469,0.434,0.667377398720682,0.718,0.7654584221748401
licensed_car4,1001,563,0.20879120879120802,0.39076376554174,0.865134865134865,0.9840142095914741
licensed_car5,416,431,0.254807692307692,0.649651972157772,0.627403846153846,0.7772621809744781
licensed_car6,551,455,0.411978221415607,0.529670329670329,0.8058076225045371,0.6923076923076921
licensed_car7,550,537,0.48545454545454503,0.461824953445065,0.72,0.595903165735568
licensed_car8,1569,1119,0.410757946210268,0.453714285714285,0.5688671556642211,0.516571428571428
licensed_car9,1632,918,0.41320293398533003,0.397101449275362,0.58679706601467,0.623188405797101
licensed_car10,642,400,0.311526479750778,0.34500000000000003,0.657320872274143,0.5475
licensed_car11,1024,769,0.33984375,0.49154746423927104,0.4873046875,0.5682704811443431
licensed_car12,640,435,0.3359375,0.427586206896551,0.6828124999999999,0.549425287356321
licensed_car13,550,534,0.18,0.41573033707865104,0.44363636363636305,0.6292134831460671
licensed_car14,500,265,0.302,0.388679245283018,0.72,0.70188679245283
licensed_car15,774,642,0.35400516795865605,0.5358255451713391,0.667958656330749,0.671339563862928
licensed_car16,769,417,0.37971391417425204,0.6187050359712231,0.635890767230169,0.7673860911270981
licensed_car17,468,366,0.128205128205128,0.590163934426229,0.39957264957264904,0.7650273224043711
licensed_car18,492,393,0.678861788617886,0.486005089058524,0.8800813008130081,0.595419847328244
licensed_car19,919,532,0.285092491838955,0.35714285714285704,0.80739934711643,0.7387218045112781
licensed_car20,470,375,0.31489361702127605,0.474666666666666,0.75531914893617,0.7333333333333331
licensed_car21,802,615,0.34039900249376503,0.004878048780487,0.6371571072319201,0.10731707317073101
licensed_car22,768,1024,0.32552083333333304,0.49414062500000006,0.634114583333333,0.5703125
licensed_car23,768,1024,0.375,0.4130859375,0.7447916666666661,0.484375
licensed_car24,600,361,0.27,0.548476454293628,0.718333333333333,0.7700831024930741
licensed_car25,624,450,0.453525641025641,0.39555555555555505,0.693910256410256,0.49111111111111105
licensed_car26,600,486,0.305,0.450617283950617,0.761666666666666,0.6584362139917691
licensed_car27,500,399,0.098,0.46365914786967405,0.494,0.7368421052631571
licensed_car28,2656,1494,0.11165444172779102,0.082608695652173,0.9119804400977991,0.41159420289855003
licensed_car29,1600,916,0.07579462102689401,0.047008547008547,0.93480032599837,0.368945868945868
licensed_car30,1512,825,0.18826405867970603,0.21375186846038802,0.9543602281988591,0.8310911808669651
licensed_car31,1000,562,0.45,0.49288256227758004,0.5680000000000001,0.6334519572953731
licensed_car32,610,485,0.185245901639344,0.49072164948453606,0.460655737704918,0.647422680412371
licensed_car33,730,563,0.063013698630136,0.6198934280639431,0.358904109589041,0.740674955595026
licensed_car34,3720,2472,0.318663406682966,0.391411042944785,0.668296658516707,0.548466257668711
licensed_car35,850,681,0.37058823529411705,0.386196769456681,0.64,0.47283406754772306
licensed_car36,320,240,0.303125,0.41250000000000003,0.609375,0.579166666666666
licensed_car37,304,248,0.401315789473684,0.43548387096774105,0.631578947368421,0.6854838709677411
licensed_car38,1632,918,0.48655256723716306,0.528985507246376,0.5590872045639771,0.571014492753623
licensed_car39,300,225,0.026666666666666002,0.36,0.996666666666666,0.746666666666666
licensed_car40,700,466,0.22142857142857103,0.39270386266094404,0.45,0.551502145922746
licensed_car41,518,458,0.299227799227799,0.493449781659388,0.654440154440154,0.6506550218340611
licensed_car42,500,409,0.052000000000000005,0.6405867970660141,0.328,0.80440097799511
licensed_car43,500,257,0.052000000000000005,0.062256809338521006,0.97,0.9922178988326841
licensed_car44,1200,800,0.49666666666666603,0.58,0.7391666666666661,0.6625
licensed_car45,594,379,0.685185185185185,0.44591029023746703,0.8989898989898991,0.564643799472295
licensed_car46,588,476,0.3078231292517,0.5861344537815121,0.644557823129251,0.7373949579831931
licensed_car47,1024,682,0.3876953125,0.6173020527859231,0.583984375,0.708211143695014
licensed_car48,1280,847,0.24449877750611201,0.34359605911330005,0.8793806030969841,0.626847290640394
licensed_car49,341,368,0.33724340175953005,0.5326086956521741,0.607038123167155,0.654891304347826
licensed_car50,960,1280,0.46041666666666603,0.5515625,0.6937500000000001,0.61640625
licensed_car51,608,302,0.6101973684210521,0.6688741721854301,0.8223684210526311,0.864238410596026
licensed_car52,469,436,0.104477611940298,0.669724770642201,0.417910447761194,0.793577981651376
licensed_car53,400,278,0.52,0.56115107913669,0.8875000000000001,0.7014388489208631
licensed_car54,400,374,0.26,0.612299465240641,0.7025,0.7700534759358281
licensed_car55,500,269,0.562,0.6988847583643121,0.886,0.8810408921933081
licensed_car56,1024,818,0.373046875,0.485330073349633,0.509765625,0.540342298288508
licensed_car57,735,529,0.201360544217687,0.34404536862003704,0.39047619047619003,0.44234404536862004
licensed_car58,547,546,0.168190127970749,0.46520146520146505,0.5502742230347341,0.673992673992674
licensed_car59,500,416,0.294,0.5625,0.714,0.7788461538461531
licensed_car60,2432,1368,0.31621841890790503,0.530434782608695,0.46128769356153204,0.6173913043478261
licensed_car61,414,432,0.29710144927536203,0.48379629629629606,0.702898550724637,0.6041666666666661
licensed_car62,500,245,0.012,0.040816326530612006,0.99,1.0
licensed_car63,333,500,0.10510510510510501,0.39,0.576576576576576,0.544
licensed_car64,305,274,0.20327868852459002,0.48175182481751805,0.573770491803278,0.6934306569343061
licensed_car65,250,179,0.076,0.134078212290502,0.996,0.9329608938547481
licensed_car66,503,439,0.18489065606361801,0.300683371298405,0.7196819085487071,0.6469248291571751
licensed_car67,534,337,0.080524344569288,0.5934718100890201,0.213483146067415,0.786350148367952
licensed_car68,736,483,0.12364130434782601,0.612836438923395,0.286684782608695,0.7122153209109731
licensed_car69,478,395,0.311715481171548,0.5164556962025311,0.6799163179916311,0.660759493670886
licensed_car70,446,282,0.36547085201793705,0.75886524822695,0.683856502242152,0.9255319148936171
licensed_car71,500,349,0.28200000000000003,0.7106017191977071,0.686,0.8939828080229221
licensed_car72,500,252,0.276,0.30952380952380903,0.762,0.738095238095238
licensed_car73,650,435,0.24769230769230702,0.420689655172413,0.453846153846153,0.5287356321839081
licensed_car74,500,372,0.318,0.438172043010752,0.686,0.60752688172043
licensed_car75,600,337,0.688333333333333,0.42729970326409406,0.866666666666666,0.5519287833827891
licensed_car76,500,378,0.29,0.5291005291005291,0.65,0.6613756613756611
licensed_car77,927,309,0.488673139158576,0.35598705501618105,0.891046386192017,0.7831715210355981
licensed_car78,452,274,0.34070796460176905,0.507299270072992,0.65929203539823,0.7080291970802921
licensed_car79,1024,768,0.5458984375,0.595052083333333,0.828125,0.704427083333333
licensed_car80,445,349,0.14606741573033702,0.395415472779369,0.7977528089887641,0.716332378223495
licensed_car81,480,480,0.6979166666666661,0.6354166666666661,0.9833333333333331,0.7645833333333331
licensed_car82,425,290,0.22117647058823503,0.162068965517241,0.8470588235294111,0.7655172413793101
licensed_car83,500,281,0.4,0.469750889679715,0.6880000000000001,0.637010676156583
licensed_car84,371,396,0.27762803234501304,0.527777777777777,0.6954177897574121,0.696969696969697
licensed_car85,500,457,0.292,0.5120350109409191,0.728,0.693654266958424
licensed_car86,441,363,0.453514739229024,0.5096418732782371,0.816326530612244,0.724517906336088
licensed_car87,1800,1200,0.4360228198859,0.5427872860635691,0.599837000814995,0.618581907090464
licensed_car88,1800,1200,0.5615321923390381,0.47555012224938803,0.792176039119804,0.6210268948655251
licensed_car89,2285,1714,0.37000814995925,0.469565217391304,0.69682151589242,0.572826086956521
licensed_car90,462,290,0.6796536796536791,0.358620689655172,0.8311688311688311,0.510344827586206
licensed_car91,1000,562,0.606,0.512455516014234,0.782,0.629893238434163
licensed_car92,441,451,0.34240362811791303,0.784922394678492,0.6870748299319721,0.9445676274944561
licensed_car93,377,244,0.15384615384615302,0.6147540983606551,0.45358090185676303,0.844262295081967
licensed_car94,740,490,0.397297297297297,0.43265306122448904,0.612162162162162,0.538775510204081
licensed_car95,959,959,0.314911366006256,0.437956204379562,0.699687174139728,0.556830031282586
licensed_car96,900,350,0.35000000000000003,0.551428571428571,0.663333333333333,0.765714285714285
licensed_car97,350,196,0.35142857142857103,0.596938775510204,0.631428571428571,0.8673469387755101
licensed_car98,248,177,0.10483870967741901,0.361581920903954,0.8629032258064511,0.8361581920903951
licensed_car99,500,291,0.202,0.40206185567010305,0.516,0.6563573883161511
licensed_car100,248,177,0.11693548387096701,0.29943502824858703,0.919354838709677,0.915254237288135
licensed_car101,248,177,0.08467741935483801,0.31638418079096003,0.915322580645161,0.8700564971751411
licensed_car102,500,282,0.256,0.26241134751773004,0.722,0.716312056737588
licensed_car103,2592,1936,0.115729421352893,0.09825327510917001,0.9038304808475951,0.37008733624454104
licensed_car104,660,322,0.477272727272727,0.5714285714285711,0.6954545454545451,0.6863354037267081
licensed_car105,750,562,0.016,0.190391459074733,0.9293333333333331,0.711743772241992
licensed_car106,660,440,0.348484848484848,0.425,0.49545454545454504,0.56590909090909
licensed_car107,350,217,0.111428571428571,0.17050691244239602,0.902857142857142,0.8755760368663591
licensed_car108,622,379,0.06270096463022501,0.10290237467018401,0.9115755627009641,0.8970976253298151
licensed_car109,498,313,0.08433734939759001,0.26198083067092603,0.827309236947791,0.594249201277955
licensed_car110,450,600,0.046666666666666,0.28333333333333305,0.9155555555555551,0.665
licensed_car111,800,600,0.06625,0.296666666666666,0.9287500000000001,0.5416666666666661
licensed_car112,500,375,0.044,0.133333333333333,0.998,0.965333333333333
licensed_car113,570,400,0.028070175438596003,0.3025,0.842105263157894,0.71
licensed_car114,557,520,0.333931777378815,0.673076923076923,0.6858168761220821,0.8038461538461531
licensed_car115,600,450,0.08,0.164444444444444,0.9983333333333331,0.417777777777777
licensed_car116,600,450,0.191666666666666,0.28,0.87,0.724444444444444
licensed_car117,600,450,0.26833333333333304,0.257777777777777,0.721666666666666,0.553333333333333
licensed_car118,480,360,0.25625000000000003,0.36666666666666603,0.679166666666666,0.672222222222222
licensed_car119,480,360,0.027083333333333,0.177777777777777,0.9812500000000001,0.447222222222222
licensed_car120,496,287,0.27419354838709603,0.536585365853658,0.76008064516129,0.7665505226480831
licensed_car121,443,332,0.06094808126410801,0.11144578313253001,0.9683972911963881,0.39156626506024
licensed_car122,250,166,0.024,0.198795180722891,0.88,0.7469879518072281
licensed_car123,700,525,0.381428571428571,0.6133333333333331,0.7128571428571421,0.782857142857142
licensed_car124,400,300,0.3375,0.39333333333333304,0.8,0.6566666666666661
licensed_car125,500,333,0.334,0.3003003003003,0.7000000000000001,0.49249249249249205
licensed_car126,640,555,0.6921875,0.45945945945945904,0.9984375,0.6252252252252251
licensed_car127,610,338,0.31475409836065504,0.162721893491124,0.9967213114754091,0.618343195266272
licensed_car128,500,306,0.312,0.32026143790849604,0.598,0.503267973856209
licensed_car129,500,350,0.276,0.391428571428571,0.756,0.5942857142857141
licensed_car130,500,139,0.028,0.09352517985611501,0.998,0.834532374100719
licensed_car131,660,432,0.34393939393939305,0.414351851851851,0.5787878787878781,0.527777777777777
licensed_car132,647,404,0.301391035548686,0.48762376237623706,0.47140649149922703,0.636138613861386
licensed_car133,500,415,0.40800000000000003,0.648192771084337,0.714,0.9132530120481921
licensed_car134,602,339,0.17774086378737503,0.451327433628318,0.423588039867109,0.6076696165191741
licensed_car135,602,370,0.212624584717607,0.762162162162162,0.509966777408637,0.867567567567567
licensed_car136,500,332,0.31,0.605421686746987,0.656,0.825301204819277
licensed_car137,583,450,0.307032590051458,0.5822222222222221,0.677530017152658,0.748888888888888
licensed_car138,450,417,0.28222222222222204,0.6954436450839321,0.6866666666666661,0.877697841726618
licensed_car139,505,343,0.047524752475247005,0.6034985422740521,0.293069306930693,0.737609329446064
licensed_car140,389,267,0.560411311053984,0.5767790262172281,0.809768637532133,0.6966292134831461
licensed_car141,500,274,0.292,0.48905109489051,0.79,0.715328467153284
licensed_car142,800,485,0.7975,0.694845360824742,0.93625,0.7979381443298971
licensed_car143,484,456,0.36776859504132203,0.44956140350877105,0.7231404958677681,0.600877192982456
licensed_car144,500,376,0.22,0.492021276595744,0.876,0.7393617021276591
licensed_car145,960,720,0.32916666666666605,0.384722222222222,0.74375,0.5361111111111111
licensed_car146,600,337,0.315,0.38575667655786305,0.595,0.540059347181008
licensed_car147,600,337,0.27,0.6735905044510381,0.52,0.8130563798219581
licensed_car148,600,337,0.191666666666666,0.765578635014836,0.6916666666666661,0.9881305637982191
licensed_car149,506,407,0.353754940711462,0.651105651105651,0.6798418972332011,0.7886977886977881
licensed_car150,500,430,0.278,0.560465116279069,0.684,0.730232558139534
licensed_car151,350,197,0.271428571428571,0.48730964467005006,0.5714285714285711,0.7157360406091371
licensed_car152,350,467,0.342857142857142,0.565310492505353,0.657142857142857,0.640256959314775
licensed_car153,350,263,0.26,0.524714828897338,0.508571428571428,0.6463878326996191
licensed_car154,591,479,0.301184433164128,0.45511482254697205,0.6751269035532991,0.620041753653444
licensed_car155,960,720,0.328125,0.388888888888888,0.9145833333333331,0.5458333333333331
licensed_car156,700,419,0.505714285714285,0.45823389021479705,0.8371428571428571,0.6873508353221951
licensed_car157,387,317,0.162790697674418,0.40063091482649804,0.751937984496124,0.706624605678233
licensed_car158,500,537,0.166,0.063314711359404,0.738,0.8994413407821221
